38,2,1,0,0,2,4,3
1,25,3,12,2,0,2,5
0,2,29,1,2,3,5,8
1,3,1,36,7,0,1,1
0,1,3,13,25,3,4,1
4,0,2,0,3,38,2,1
4,0,3,2,4,11,23,3
0,1,10,1,2,6,6,24
